-120.03,-119.91
-120.15,-119.91
-120.26,-119.91
-120.38,-119.91
-120.50,-119.91
-120.63,-119.91
-120.75,-119.91
-120.87,-119.91
-120.99,-119.91
-121.12,-119.91
-121.25,-119.91
-121.37,-119.91
-121.50,-119.91
-121.63,-119.91
-121.76,-119.91
-121.89,-119.91
-122.02,-119.91
-122.15,-119.91
-122.28,-119.91
-122.42,-119.91
-122.55,-119.91
-122.69,-119.91
-122.82,-119.92
-122.96,-119.94
-123.10,-119.97
-123.23,-120.01
-123.37,-120.06
-123.51,-120.12
-123.66,-120.18
-123.80,-120.26
-123.94,-120.34
-124.08,-120.43
-124.23,-120.53
-124.37,-120.64
-124.52,-120.76
-124.66,-120.88
-124.81,-121.01
-124.96,-121.15
-125.11,-121.30
-125.26,-121.46
-125.41,-121.62
-125.56,-121.79
-125.71,-121.96
-125.87,-122.15
-126.02,-122.34
-126.17,-122.53
-126.33,-122.74
-126.48,-122.95
-126.64,-123.16
-126.80,-123.38
-126.96,-123.61
-127.12,-123.85
-127.28,-124.09
-127.44,-124.33
-127.60,-124.59
-127.76,-124.85
-127.92,-125.11
-128.08,-125.38
-128.25,-125.66
-128.41,-125.94
-128.58,-126.23
-128.74,-126.53
-128.91,-126.82
-129.08,-127.13
-129.25,-127.43
-129.41,-127.74
-129.58,-128.05
-129.75,-128.35
-129.92,-128.64
-130.10,-128.93
-130.27,-129.21
-130.44,-129.48
-130.61,-129.74
-130.79,-130.00
-130.96,-130.24
-131.14,-130.47
-131.31,-130.70
-131.49,-130.93
-131.67,-131.14
-131.84,-131.36
-132.02,-131.57
-132.20,-131.78
-132.38,-131.97
-132.56,-132.16
-132.74,-132.34
-132.92,-132.50
-133.11,-132.66
-133.29,-132.80
-133.47,-132.94
-133.65,-133.06
-133.84,-133.19
-134.02,-133.30
-134.21,-133.42
-134.40,-133.53
-134.58,-133.64
-134.77,-133.75
-134.96,-133.87
-135.14,-133.98
-135.33,-134.09
-135.52,-134.21
-135.71,-134.32
-135.90,-134.44
-136.09,-134.56
-136.28,-134.68
-136.48,-134.80
-136.67,-134.93
-136.86,-135.05
-137.05,-135.18
-137.25,-135.31
-137.44,-135.45
-137.64,-135.59
-137.83,-135.73
-138.03,-135.89
-138.22,-136.05
-138.42,-136.22
-138.62,-136.40
-138.81,-136.59
-139.01,-136.78
-139.21,-136.98
-139.41,-137.19
-139.61,-137.40
-139.81,-137.61
-140.01,-137.83
-140.21,-138.05
-140.41,-138.28
-140.61,-138.51
-140.81,-138.74
-141.01,-138.98
-141.21,-139.23
-141.42,-139.48
-141.62,-139.74
-141.82,-140.01
-142.02,-140.28
-142.23,-140.55
-142.43,-140.83
-142.64,-141.11
-142.84,-141.39
-143.05,-141.67
-143.25,-141.94
-143.46,-142.22
-143.67,-142.49
-143.87,-142.77
-144.08,-143.03
-144.29,-143.30
-144.49,-143.56
-144.70,-143.82
-144.91,-144.07
-145.12,-144.32
-145.33,-144.57
-145.54,-144.81
-145.75,-145.05
-145.95,-145.30
-146.16,-145.53
-146.37,-145.77
-146.58,-146.01
-146.79,-146.24
-147.01,-146.47
-147.22,-146.69
-147.43,-146.90
-147.64,-147.11
-147.85,-147.32
-148.06,-147.51
-148.27,-147.71
-148.48,-147.89
-148.70,-148.08
-148.91,-148.26
-149.12,-148.44
-149.33,-148.62
-149.55,-148.79
-149.76,-148.97
-149.97,-149.14
-150.19,-149.32
-150.40,-149.50
-150.61,-149.67
-150.83,-149.85
-151.04,-150.02
-151.25,-150.20
-151.47,-150.38
-151.68,-150.56
-151.90,-150.74
-152.11,-150.92
-152.33,-151.10
-152.54,-151.28
-152.75,-151.47
-152.97,-151.66
-153.18,-151.85
-153.40,-152.05
-153.61,-152.26
-153.83,-152.47
-154.04,-152.69
-154.26,-152.91
-154.47,-153.13
-154.69,-153.36
-154.90,-153.59
-155.12,-153.82
-155.33,-154.06
-155.55,-154.29
-155.76,-154.53
-155.98,-154.76
-156.19,-155.00
-156.41,-155.24
-156.62,-155.49
-156.84,-155.73
-157.05,-155.98
-157.26,-156.23
-157.48,-156.49
-157.69,-156.74
-157.91,-157.00
-158.12,-157.26
-158.34,-157.52
-158.55,-157.77
